title,image,describe,category,ID
RELATERA,C:\Users\admin\Downloads\app_30798308\relatera-desk-combination-white__1299351_pe936544_s5.jpg,This clean-lined desk with drawers for pens and small things as well as a hook for a backpack or headphones is perfect if you want to create space for studying and hobbies.,desk,00570
HAUGA,C:\Users\admin\Downloads\app_30798308\hauga-desk-grey__0955766_pe804103_s5.jpg,"Use throughout the home, on its own or with other furniture in the HAUGA series. This grey desk has the space for you to create, study or work from home – and hidden storage for items you prefer to hide.",desk,00571
TONSTAD,C:\Users\admin\Downloads\app_30798308\tonstad-desk-oak-veneer__1329846_pe945276_s5.jpg,Classic design meets beautifully brushed veneer in the TONSTAD series – giving the furniture a unique character. This versatile oak desk is great to use as a cosy corner for DIY projects or sharing a meal.,desk,00572
MITTZON,C:\Users\admin\Downloads\app_30798308\mittzon-desk-white__1206018_pe907342_s5.jpg,"Tactile design, clever features and possibility to set the right height during assembly – MITTZON height-selectable desk elevates your well-being and possibility to focus. Backed by a 10-year guarantee.",desk,00573
HUVUDSPELARE,C:\Users\admin\Downloads\app_30798308\huvudspelare-gaming-desk-black__1128040_pe876391_s5.jpg,"This gaming table has all those key features that help you play at the top of your game: stability, cable management and a hook for your headphones. A good choice for those who want to focus on the match.",desk,00574
ADILS,C:\Users\admin\Downloads\app_30798308\adils-leg-white__0734621_pe739540_s5.jpg,"Mix and match your choice of table top and legs. By buying them separately, you can create a combination with design and size that fits perfectly into your available space.",desk,00575
FREDDE,C:\Users\admin\Downloads\app_30798308\fredde-gaming-desk-black__0994049_pe820836_s5.jpg,How do you make the perfect gaming station? That's what we set out to do with FREDDE desk by researching competitive gaming and enlisting a gamer designer of our own.,desk,00576
HEMNES,C:\Users\admin\Downloads\app_30798308\hemnes-desk-with-2-drawers-white-stain-light-brown__1162633_pe889908_s5.jpg,"Beauty that lasts – made from solid wood where the table top’s grain adds a vibrant look to the shallow desk. A neat workspace with room to keep pencils, paper and small items close at hand in the drawers.",desk,00577
LINNMON / OLOV,C:\Users\admin\Downloads\app_30798308\linnmon-olov-desk-white__0974307_pe812350_s5.jpg,"Mix and match your choice of table top and legs – or choose this ready-made combination. Strong and light-weight, made with a technique that uses less raw materials, reducing the impact on the environment.",desk,00578
MICKE,C:\Users\admin\Downloads\app_30798308\micke-add-on-unit-high-white__0623697_pe691323_s5.jpg,"Whether you’re studying or doing hobbies, with this add-on unit you enjoy easily accessible extra storage by MICKE desk – so you can focus wholeheartedly on what you’re doing!",desk,00579
UTMANING,C:\Users\admin\Downloads\app_30798308\utmaning-gaming-desk-black__1373988_pe960074_s5.jpg,"Functional design, smart details and the possibility to set the height during assembly. This desk helps you find your most comfortable gaming position. Quality tested for many years of use.",desk,00580
LILLÅSEN,C:\Users\admin\Downloads\app_30798308\lillasen-desk-bamboo__0736017_pe740344_s5.jpg,A neat desk made of durable bamboo. Looks good from all angles so you can place it in the middle of the room if it suits you best. Three A4-sized drawers for storing papers and other smaller items.,desk,00581
RODULF,C:\Users\admin\Downloads\app_30798308\rodulf-desk-sit-stand-grey-white__0799317_pe767519_s5.jpg,It’s good for both body and mind if you can vary between standing and sitting during working hours. This desk is designed for office use and you electrically change the height with the touch of a button.,desk,00582
LINNMON / SPÄND,C:\Users\admin\Downloads\app_30798308\linnmon-spaend-desk-white-stained-oak-effect-white__1328494_pe944820_s5.jpg,"Mix and match your choice of table top and legs – or choose this ready-made combination. Strong and light-weight, made with a technique that uses less raw materials, reducing the impact on the environment.",desk,00583
TROTTEN,C:\Users\admin\Downloads\app_30798308\trotten-drawer-unit-white__1009417_pe827588_s5.jpg,"In this smart, lightweight storage you can store small items like a wallet and papers in the lockable drawer and larger items like a bicycle helmet on the shelf. Perfect under the desk, by the sofa or bed.",desk,00584
MITTPLAN,C:\Users\admin\Downloads\app_30798308\mittplan-desk-white__1285100_pe933189_s5.jpg,"Everything you need in a small space. The MITTPLAN desk suits well in a student dorm, a tiny nook or other places where you have limited room. Sturdy and durable enough for working or studying from home!",desk,00585
HEMNES,C:\Users\admin\Downloads\app_30798308\hemnes-desk-white-stain-light-brown__1162629_pe889905_s5.jpg,Beauty that lasts – made from solid wood where the table top’s grain adds a vibrant look to the desk. A practical workspace with a finished back where you can mount the drawer unit on the right or left.,desk,00586
LAGKAPTEN / OLOV,C:\Users\admin\Downloads\app_30798308\lagkapten-olov-desk-white__0976156_pe813049_s5.jpg,"Mix and match your choice of table top and legs – or choose this ready-made combination. Strong and light-weight, made with a technique that uses less raw materials, reducing the impact on the environment.",desk,00587
MITTCIRKEL / ALEX,C:\Users\admin\Downloads\app_30798308\mittcirkel-alex-desk-lively-pine-effect-white__1206318_pe907458_s5.jpg,Creating a desk that suits you and your space is simple. Mix and match your choice of table top and legs – or choose this ready-made combination with a pine-like top.,desk,00588
TROTTEN,C:\Users\admin\Downloads\app_30798308\trotten-desk-sit-stand-white__1020773_pe835553_s5.jpg,"Changing positions from sitting to standing is good for you, and the crank handle allows you to work your arms while adjusting the height.  Moving your body makes you both feel and work better.",desk,00589
RELATERA,C:\Users\admin\Downloads\app_30798308\relatera-desk-top-shelf-light-grey-green__1292485_pe935028_s5.jpg,This shelf creates extra storage space on RELATERA desk and makes it easier for your child to keep everything from pens and books to toys organised.,desk,00590
LISABO,C:\Users\admin\Downloads\app_30798308\lisabo-desk-ash-veneer__0735972_pe740306_s5.jpg,"We’re proud of our LISABO series, awarded with the prestigious, international Red Dot Award, for its design. The products are durable, sturdy and easy to assemble, yet look light and hand-crafted.",desk,00591
MITTCIRKEL / ALEX,C:\Users\admin\Downloads\app_30798308\mittcirkel-alex-desk-lively-pine-effect-white__1209751_pe909420_s5.jpg,"This desk has a generous surface and practical storage for binders, paper pads and other things you want close at hand. The timeless, simple design blends in everywhere and with most styles.",desk,00592
KALLAX / ELDBERGET,C:\Users\admin\Downloads\app_30798308\kallax-eldberget-desk-and-chair-black-brown-dark-grey-black__1383005_pe962427_s5.jpg,none,desk,00593
SMYGA,C:\Users\admin\Downloads\app_30798308\smyga-desk-light-grey__1038388_pe839666_s5.jpg,"Neat desk in a traditional style with a big work area, a spacious drawer, knobs on the side and 2 cable outlets. Part of the SMYGA series – furniture in durable solid wood that lasts for generations.",desk,00594
MITTZON,C:\Users\admin\Downloads\app_30798308\mittzon-desk-sit-stand-electric-white__1209434_pe909211_s5.jpg,Ergonomic comfort and clever features to boot – MITTZON sit/stand desk with dual motors elevates your well-being and possibility to focus. Quality tested and guaranteed to outlast years of ups and downs.,desk,00595
FJÄLLBO,C:\Users\admin\Downloads\app_30798308\fjaellbo-laptop-table-black__0736007_pe740334_s5.jpg,The metal adds an industrial feel and the solid wood makes each furniture piece unique. FJÄLLBO desk suits those who like a robust and modern style. Easy to place – and move around thanks to the castors.,desk,00596
LAGKAPTEN / MITTBACK,C:\Users\admin\Downloads\app_30798308\lagkapten-mittback-desk-white-birch__0976099_pe813002_s5.jpg,"Mix and match your choice of table top and legs – or choose this ready-made combination. Strong and light-weight, made with a technique that uses less raw materials, reducing the impact on the environment.",desk,00597
TROTTEN,C:\Users\admin\Downloads\app_30798308\trotten-desk-white__1012710_pe828985_s5.jpg,TROTTEN desk that fits in every space – at your office or at home. The A shape of the legs is a smart design feature that allows you to use all the space under the desk for your office chair and storage.,desk,00598
